ApiName,Appid,BackendId,BusinessUnitClaim,CachedPromptTokens,ClientId,CompletionTokens,CostCenterClaim,DeploymentRegion,IsError,IsStreaming,ModelName,ModelVersion,Oid,OperationName,PromptTokens,RequestId,StatusCode,TableName,TimeGenerated,TotalLatencyMs,TotalTokens,UpnOrAppName,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
AI Gateway,0999cfae-085e-464f-a49d-f8851e3e5195,aoai-checkout-prod.openai.azure.com,Retail,2671,0999cfae-085e-464f-a49d-f8851e3e5195,2902,CC-1000,eastus2,False,False,gpt-4.1,2025-04-14,,Chat Completions,5707,a65e688e-abf3-ad39-fec2-1bbe66245bfa,200,PrimaryResult,2026-06-30T06:59:34.4374754Z,2540.0176,11280,0999cfae-085e-464f-a49d-f8851e3e5195,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,0999cfae-085e-464f-a49d-f8851e3e5195,aoai-checkout-prod.openai.azure.com,Retail,0,0999cfae-085e-464f-a49d-f8851e3e5195,1215,CC-1000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,5465,e7c99b26-1141-25c6-3a9b-edd40f1259e0,200,PrimaryResult,2026-06-30T18:14:00.2191066Z,378.5299,6680,0999cfae-085e-464f-a49d-f8851e3e5195,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,0999cfae-085e-464f-a49d-f8851e3e5195,aoai-checkout-prod.openai.azure.com,Retail,0,0999cfae-085e-464f-a49d-f8851e3e5195,2305,CC-1000,eastus2,False,True,gpt-4.1-mini,2025-04-14,,Chat Completions,3821,30beb45f-6835-14f2-ceb8-1f9d7914c120,200,PrimaryResult,2026-06-30T23:59:56.8930103Z,776.139,6126,0999cfae-085e-464f-a49d-f8851e3e5195,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,0999cfae-085e-464f-a49d-f8851e3e5195,aoai-checkout-prod.openai.azure.com,Retail,0,0999cfae-085e-464f-a49d-f8851e3e5195,1934,CC-1000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,13109,30b187ef-310c-0c00-3fa7-f1041bf90e27,200,PrimaryResult,2026-06-30T01:25:46.6692553Z,3569.326,15043,0999cfae-085e-464f-a49d-f8851e3e5195,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,1117,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1340,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,7512,3c835dc0-d944-1fa5-c0e9-ab30ed2662e9,200,PrimaryResult,2026-06-30T17:06:03.1247595Z,1231.0862,9969,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,1848,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1075,CC-2000,eastus2,False,True,gpt-4.1-mini,2025-04-14,,Chat Completions,17273,fed4057d-bb02-6576-f512-c4c3b253d218,200,PrimaryResult,2026-06-30T00:24:16.8633773Z,5130.8449,20196,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,977,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,6572,87f7e1fb-da4b-d9ca-eb5c-f46780bacd64,200,PrimaryResult,2026-06-30T23:20:03.1841248Z,1174.9748,7549,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,2426,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,480,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,7589,6b5252e3-14fc-dd54-9e8f-c9650a2c827e,200,PrimaryResult,2026-06-30T03:56:36.5130808Z,4334.5984,10495,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,2675,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1036,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,10044,12922f83-ef8c-485b-c07a-30f2edd4253b,200,PrimaryResult,2026-06-30T04:42:41.6033115Z,238.8737,13755,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2402,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,3900,9c96e9ec-4d71-c366-b41b-31438b10550c,200,PrimaryResult,2026-06-30T07:23:18.3646552Z,6397.9529,6302,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2471,CC-2000,eastus2,False,True,gpt-4.1-mini,2025-04-14,,Chat Completions,23384,57c700aa-b7b5-6ea7-35eb-d32d9ad620ab,200,PrimaryResult,2026-06-30T03:56:06.3607983Z,1466.735,25855,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2201,CC-2000,eastus2,False,True,gpt-4.1-mini,2025-04-14,,Chat Completions,18061,a319dcb4-217d-65a0-c568-11cd5563f616,200,PrimaryResult,2026-06-30T20:27:53.5641923Z,6372.3231,20262,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2009,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,25788,8d7248e2-951f-58d0-5e84-f058d5a804eb,200,PrimaryResult,2026-06-30T02:56:44.3500715Z,1115.9527,27797,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1462,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,2870,6808593f-dfed-2c43-e256-a6dc8f5486b7,200,PrimaryResult,2026-06-30T06:43:15.2724590Z,6334.65,4332,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,865,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,9257,dd334cc7-ab7f-089a-cd5f-4822696608aa,200,PrimaryResult,2026-06-30T05:47:59.6573147Z,4825.5636,10122,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,817,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,852,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,10242,3a43b2ba-df0f-06cb-cb9b-c326d20eac17,200,PrimaryResult,2026-06-30T07:12:52.8722606Z,1588.8768,11911,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1544,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,14556,f86c2ca2-e085-96db-1d87-09660710d430,200,PrimaryResult,2026-06-30T20:32:25.9996207Z,1830.88,16100,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,3069,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,644,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,2753,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad,200,PrimaryResult,2026-06-30T19:32:07.7462506Z,2935.8835,6466,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1966,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,13434,6703b636-5380-b904-688c-7015aab97e49,200,PrimaryResult,2026-06-30T21:54:07.6038571Z,4586.3572,15400,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,aoai-search-prod.openai.azure.com,Discovery,0,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,1922,CC-2000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,7786,9479e1e6-c927-7d9b-6e0d-264835ce8841,200,PrimaryResult,2026-06-30T12:35:53.1006810Z,4014.1011,9708,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,0,lee.novak,2011,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,lee.novak,Chat Completions,15976,4f77a665-ac3c-5640-3c20-592fc04a96c4,200,PrimaryResult,2026-06-30T20:39:21.2566777Z,1599.729,17987,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,0,lee.novak,300,CC-3000,eastus2,False,False,gpt-4.1,2025-04-14,lee.novak,Chat Completions,6328,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,200,PrimaryResult,2026-06-30T18:12:45.7442089Z,215.0433,6628,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,jenny.oyelaran,aoai-datascience-dev.openai.azure.com,Platform,4743,jenny.oyelaran,1941,CC-3000,eastus2,False,False,gpt-4.1,2025-04-14,jenny.oyelaran,Chat Completions,27007,513a7052-986f-9025-8f15-ba58fce68504,200,PrimaryResult,2026-06-30T03:29:08.8795419Z,6184.2503,33691,jenny.oyelaran@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,62a2cc36-edb8-4520-b7fe-05433a160c32,aoai-datascience-dev.openai.azure.com,Platform,4988,62a2cc36-edb8-4520-b7fe-05433a160c32,3146,CC-3000,eastus2,False,True,gpt-4.1-mini,2025-04-14,,Chat Completions,21575,46fde062-a33d-c7af-d701-410d3f4b1a70,200,PrimaryResult,2026-06-30T23:55:30.8550917Z,5019.9425,29709,62a2cc36-edb8-4520-b7fe-05433a160c32,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dev.patel,aoai-datascience-dev.openai.azure.com,Platform,0,dev.patel,1179,CC-3000,eastus2,False,True,gpt-4.1-mini,2025-04-14,dev.patel,Chat Completions,22037,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,200,PrimaryResult,2026-06-30T17:05:08.3530518Z,585.9263,23216,dev.patel@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,62a2cc36-edb8-4520-b7fe-05433a160c32,aoai-datascience-dev.openai.azure.com,Platform,3941,62a2cc36-edb8-4520-b7fe-05433a160c32,2422,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,,Chat Completions,12342,c0e3befd-4c71-e0fe-5a0c-dd7cf1578470,200,PrimaryResult,2026-06-30T18:44:01.7381734Z,2644.7156,18705,62a2cc36-edb8-4520-b7fe-05433a160c32,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dev.patel,aoai-datascience-dev.openai.azure.com,Platform,2306,dev.patel,3261,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,dev.patel,Chat Completions,19136,2a405f12-b963-f37f-6781-4c1fcc530e36,200,PrimaryResult,2026-06-30T15:01:24.6639317Z,5491.9958,24703,dev.patel@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,jenny.oyelaran,aoai-datascience-dev.openai.azure.com,Platform,0,jenny.oyelaran,2387,CC-3000,eastus2,True,False,gpt-4.1,2025-04-14,jenny.oyelaran,Chat Completions,21890,56666f9f-53ac-2ab9-7467-2cd9362f5e5c,429,PrimaryResult,2026-06-30T14:11:03.5364698Z,4990.9718,24277,jenny.oyelaran@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,1170,lee.novak,3280,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,lee.novak,Chat Completions,10617,07f194f9-c115-6d6d-0a4e-5b70a6d964a3,200,PrimaryResult,2026-06-30T01:22:14.2151225Z,6181.5462,15067,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,jenny.oyelaran,aoai-datascience-dev.openai.azure.com,Platform,0,jenny.oyelaran,2744,CC-3000,eastus2,False,True,gpt-4.1,2025-04-14,jenny.oyelaran,Chat Completions,2167,b7e6427c-bf78-0e3f-f6b7-51f79b749245,200,PrimaryResult,2026-06-30T14:44:16.7189034Z,903.8477,4911,jenny.oyelaran@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,5216,lee.novak,642,CC-3000,eastus2,False,True,gpt-4.1,2025-04-14,lee.novak,Chat Completions,11692,af2b99b4-d9ac-d158-4d34-85c5c5c14eb4,200,PrimaryResult,2026-06-30T06:04:37.5074336Z,3974.6014,17550,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,0,lee.novak,2518,CC-3000,eastus2,False,False,gpt-4.1,2025-04-14,lee.novak,Chat Completions,27590,5cb85aed-f5f6-2c97-6efb-63b11b049863,200,PrimaryResult,2026-06-30T10:00:54.8047416Z,4196.8979,30108,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,0,lee.novak,826,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,lee.novak,Chat Completions,24677,162f8a24-ef43-613c-d4aa-c9a33ed8c56c,200,PrimaryResult,2026-06-30T15:29:27.5502929Z,1942.8265,25503,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,dev.patel,aoai-datascience-dev.openai.azure.com,Platform,0,dev.patel,3273,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,dev.patel,Chat Completions,9490,989d9d4a-e15c-a666-4797-b2c957207246,200,PrimaryResult,2026-06-30T05:31:13.6952975Z,4611.4813,12763,dev.patel@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,jenny.oyelaran,aoai-datascience-dev.openai.azure.com,Platform,2477,jenny.oyelaran,241,CC-3000,eastus2,False,False,gpt-4.1-mini,2025-04-14,jenny.oyelaran,Chat Completions,19712,38ba8abc-4b53-05e5-17d2-582e046a0df5,200,PrimaryResult,2026-06-30T22:30:41.9234615Z,2735.8151,22430,jenny.oyelaran@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,lee.novak,aoai-datascience-dev.openai.azure.com,Platform,0,lee.novak,2919,CC-3000,eastus2,False,True,gpt-4.1,2025-04-14,lee.novak,Chat Completions,11533,b8a6171f-1ee3-4dc4-3b04-8a8b405bfdc9,200,PrimaryResult,2026-06-30T17:21:22.8612582Z,1397.1327,14452,lee.novak@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,62a2cc36-edb8-4520-b7fe-05433a160c32,aoai-datascience-dev.openai.azure.com,Platform,0,62a2cc36-edb8-4520-b7fe-05433a160c32,2394,CC-3000,eastus2,False,False,gpt-4.1,2025-04-14,,Chat Completions,25842,31b1b099-d527-21e7-19bc-143efb02bebb,200,PrimaryResult,2026-06-30T08:46:37.9801946Z,2052.2776,28236,62a2cc36-edb8-4520-b7fe-05433a160c32,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
AI Gateway,jenny.oyelaran,aoai-datascience-dev.openai.azure.com,Platform,0,jenny.oyelaran,1438,CC-3000,eastus2,True,True,gpt-4.1-mini,2025-04-14,jenny.oyelaran,Chat Completions,7379,782a65e0-48ca-7651-92f5-df7b0323d342,500,PrimaryResult,2026-06-30T20:55:48.9235577Z,3205.4738,8817,jenny.oyelaran@contoso.com,2026-09-04T18:00:00Z,AI-FinOps-MOCK,loganalytics.ApimAiGateway_CL,2026-06-30,batch-2026-09-04,MOCK
