time_generated,oid,client_id,app_id,upn_or_app_name,business_unit_claim,cost_center_claim,model_name,model_version,deployment_region,prompt_tokens,completion_tokens,cached_prompt_tokens,total_tokens,requests,total_latency_ms,status_code,is_error,is_streaming,operation_name,api_name,backend_id,request_id,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-09-07T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,1325127,666109,107310,1991236,2721,1326.5,500,True,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,swedencentral,619164,267606,52309,886770,1638,2830.9,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1-mini,2025-04-14,eastus2,2404754,1166276,489467,3571030,4598,2955.8,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-62a2cc36-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,swedencentral,4219672,1798429,565315,6018101,4828,2838.5,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,eastus2,526867,229535,49425,756402,2497,2084.2,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,eastus2,55955,23825,3038,79780,95,486.4,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-marco.si-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,sam.chen,,,sam.chen@contoso.com,BU-DISCOVERY,CC-2000,gpt-4.1,2025-04-14,eastus2,35588,24210,3737,59798,62,777.5,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-sam.chen-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-07T00:00:00Z,aisha.rahman,,,aisha.rahman@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1-mini,2025-04-14,swedencentral,26312,17506,2662,43818,104,2836.8,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-07-aisha.ra-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-07,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,eastus2,2978560,1263336,243748,4241896,4160,2913.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,eastus2,2282688,1336447,298087,3619135,3963,2467.3,500,True,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,swedencentral,744372,451440,138742,1195812,1044,2308.2,500,True,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,1088780,410489,75302,1499269,2828,2414.7,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-62a2cc36-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,eastus2,724977,221917,112905,946894,2441,1990.3,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,jenny.oyelaran,,,jenny.oyelaran@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,4836,2053,522,6889,26,367.4,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-jenny.oy-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,swedencentral,59400,19018,639,78418,120,1607.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-marco.si-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-06T00:00:00Z,robin.hale,,,robin.hale@contoso.com,BU-RETAIL,CC-1000,gpt-4.1,2025-04-14,eastus2,27556,11710,3928,39266,83,2413.9,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-06-robin.ha-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-06,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,swedencentral,1126044,543016,192688,1669060,4036,1752.8,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,swedencentral,1116747,450295,101470,1567042,1377,2803.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,489510,168956,58576,658466,735,2734.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,eastus2,1242885,574553,221939,1817438,4361,2815.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,eastus2,1627236,591676,196234,2218912,2196,2885.9,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1-mini,2025-04-14,eastus2,2862160,1760030,389630,4622190,3766,2639.9,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-62a2cc36-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,swedencentral,2143020,726615,238526,2869635,2865,429.7,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,robin.hale,,,robin.hale@contoso.com,BU-RETAIL,CC-1000,gpt-4.1,2025-04-14,eastus2,32640,18411,1420,51051,68,658.4,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-robin.ha-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,sam.chen,,,sam.chen@contoso.com,BU-DISCOVERY,CC-2000,gpt-4.1-mini,2025-04-14,swedencentral,20114,9678,1568,29792,89,2107.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-sam.chen-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-05T00:00:00Z,dev.patel,,,dev.patel@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,55108,23511,10123,78619,92,3291.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-05-dev.pate-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-05,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,2597933,1660221,553687,4258154,4381,202.8,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1,2025-04-14,swedencentral,191100,90330,28195,281430,455,1539.9,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-dd6d3503-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1-mini,2025-04-14,swedencentral,1316980,494250,126625,1811230,4090,709.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-62a2cc36-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,swedencentral,663441,203200,119641,866641,787,3417.4,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,aisha.rahman,,,aisha.rahman@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,swedencentral,65807,38046,8202,103853,119,1699.5,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-aisha.ra-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,marco.silva,,,marco.silva@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1,2025-04-14,swedencentral,17874,6976,2161,24850,54,2107.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-marco.si-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-04T00:00:00Z,dev.patel,,,dev.patel@contoso.com,BU-TECH,CC-3000,gpt-4.1,2025-04-14,eastus2,24453,12973,4784,37426,57,2074.9,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-04-dev.pate-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-04,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,swedencentral,277875,164522,36568,442397,855,1734.3,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,search-api,Discovery,CC-2000,gpt-4.1-mini,2025-04-14,swedencentral,3357750,2003483,806205,5361233,4070,2223.0,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-dd6d3503-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,,62a2cc36-edb8-4520-b7fe-05433a160c32,62a2cc36-edb8-4520-b7fe-05433a160c32,ds-notebooks,Platform,CC-3000,gpt-4.1,2025-04-14,swedencentral,2758976,1827606,395889,4586582,3919,3369.9,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-62a2cc36-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1-mini,2025-04-14,eastus2,2036330,823038,320365,2859368,2690,2365.9,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-7bec6f27-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,,7bec6f27-dc94-4d6d-b89a-3969513bc71e,7bec6f27-dc94-4d6d-b89a-3969513bc71e,mobile-assistant,Retail,CC-4000,gpt-4.1,2025-04-14,swedencentral,200079,98819,6343,298898,423,1031.8,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-7bec6f27-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,jenny.oyelaran,,,jenny.oyelaran@contoso.com,BU-TECH,CC-3000,gpt-4.1-mini,2025-04-14,eastus2,19598,13014,2583,32612,82,1420.2,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-jenny.oy-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,robin.hale,,,robin.hale@contoso.com,BU-RETAIL,CC-1000,gpt-4.1,2025-04-14,eastus2,53340,21041,8527,74381,105,3044.6,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-robin.ha-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-03T00:00:00Z,aisha.rahman,,,aisha.rahman@contoso.com,BU-INSURANCE,CC-1000,gpt-4.1-mini,2025-04-14,eastus2,10442,7033,1749,17475,23,2684.1,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-03-aisha.ra-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-03,batch-2026-09-04,MOCK
2026-09-02T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1-mini,2025-04-14,swedencentral,620150,329363,130515,949513,1570,2693.1,200,False,True,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-02-0999cfae-gpt-4.1-mini,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-02,batch-2026-09-04,MOCK
2026-09-02T00:00:00Z,,0999cfae-085e-464f-a49d-f8851e3e5195,0999cfae-085e-464f-a49d-f8851e3e5195,checkout-service,Retail,CC-1000,gpt-4.1,2025-04-14,eastus2,221130,107382,26327,328512,630,1453.3,200,False,False,Chat Completions,AI Gateway,aoai-finops.openai.azure.com,req-2026-09-02-0999cfae-gpt-4.1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,apim.aigateway / loganalytics.ApiManagementGatewayLogs,2026-09-02,batch-2026-09-04,MOCK
